DISTRICT,CNTYNAME,COUNTY,DFLALTED,DFLCHART,DISTNAME
"'161918","MCLENNAN","'161","N","N","AXTELL ISD"
"'161919","MCLENNAN","'161","N","N","BRUCEVILLE-EDDY ISD"
"'161920","MCLENNAN","'161","N","N","CHINA SPRING ISD"
"'161921","MCLENNAN","'161","N","N","CONNALLY ISD"
"'161922","MCLENNAN","'161","N","N","ROBINSON ISD"
"'161923","MCLENNAN","'161","N","N","BOSQUEVILLE ISD"
"'161924","MCLENNAN","'161","N","N","HALLSBURG ISD"
"'161925","MCLENNAN","'161","N","N","GHOLSON ISD"
"'162904","MCMULLEN","'162","N","N","MCMULLEN COUNTY ISD"
"'163901","MEDINA","'163","N","N","DEVINE ISD"
"'163902","MEDINA","'163","N","N","D'HANIS ISD"
"'163903","MEDINA","'163","N","N","NATALIA ISD"
"'163904","MEDINA","'163","N","N","HONDO ISD"
"'163908","MEDINA","'163","N","N","MEDINA VALLEY ISD"
"'164901","MENARD","'164","N","N","MENARD ISD"
"'165802","MIDLAND","'165","N","Y","MIDLAND ACADEMY CHARTER SCHOOL"
"'165901","MIDLAND","'165","N","N","MIDLAND ISD"
"'165902","MIDLAND","'165","N","N","GREENWOOD ISD"
"'166901","MILAM","'166","N","N","CAMERON ISD"
"'166902","MILAM","'166","N","N","GAUSE ISD"
"'166903","MILAM","'166","N","N","MILANO ISD"
"'166904","MILAM","'166","N","N","ROCKDALE ISD"
"'166905","MILAM","'166","N","N","THORNDALE ISD"
"'166907","MILAM","'166","N","N","BUCKHOLTS ISD"
"'167901","MILLS","'167","N","N","GOLDTHWAITE ISD"
"'167902","MILLS","'167","N","N","MULLIN ISD"
"'167904","MILLS","'167","N","N","PRIDDY ISD"
"'168901","MITCHELL","'168","N","N","COLORADO ISD"
"'168902","MITCHELL","'168","N","N","LORAINE ISD"
"'168903","MITCHELL","'168","N","N","WESTBROOK ISD"
"'169901","MONTAGUE","'169","N","N","BOWIE ISD"
"'169902","MONTAGUE","'169","N","N","NOCONA ISD"
"'169906","MONTAGUE","'169","N","N","GOLD BURG ISD"
"'169908","MONTAGUE","'169","N","N","MONTAGUE ISD"
"'169909","MONTAGUE","'169","N","N","PRAIRIE VALLEY ISD"
"'169910","MONTAGUE","'169","N","N","FORESTBURG ISD"
"'169911","MONTAGUE","'169","N","N","SAINT JO ISD"
"'170801","MONTGOMERY","'170","N","Y","TEXAS SERENITY ACADEMY"
"'170902","MONTGOMERY","'170","N","N","CONROE ISD"
"'170903","MONTGOMERY","'170","N","N","MONTGOMERY ISD"
"'170904","MONTGOMERY","'170","N","N","WILLIS ISD"
"'170906","MONTGOMERY","'170","N","N","MAGNOLIA ISD"
"'170907","MONTGOMERY","'170","N","N","SPLENDORA ISD"
"'170908","MONTGOMERY","'170","N","N","NEW CANEY ISD"
"'171901","MOORE","'171","N","N","DUMAS ISD"
"'171902","MOORE","'171","N","N","SUNRAY COLLEGIATE ISD"
"'172902","MORRIS","'172","N","N","DAINGERFIELD-LONE STAR ISD"
"'172905","MORRIS","'172","N","N","PEWITT CISD"
"'173901","MOTLEY","'173","N","N","MOTLEY COUNTY ISD"
"'174801","NACOGDOCHES","'174","N","Y","STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL"
"'174901","NACOGDOCHES","'174","N","N","CHIRENO ISD"
"'174902","NACOGDOCHES","'174","N","N","CUSHING ISD"
"'174903","NACOGDOCHES","'174","N","N","GARRISON ISD"
"'174904","NACOGDOCHES","'174","N","N","NACOGDOCHES ISD"
"'174906","NACOGDOCHES","'174","N","N","WODEN ISD"
"'174908","NACOGDOCHES","'174","N","N","CENTRAL HEIGHTS ISD"
"'174909","NACOGDOCHES","'174","N","N","MARTINSVILLE ISD"
"'174910","NACOGDOCHES","'174","N","N","ETOILE ISD"
"'174911","NACOGDOCHES","'174","N","N","DOUGLASS ISD"
"'175902","NAVARRO","'175","N","N","BLOOMING GROVE ISD"
"'175903","NAVARRO","'175","N","N","CORSICANA ISD"
"'175904","NAVARRO","'175","N","N","DAWSON ISD"
"'175905","NAVARRO","'175","N","N","FROST ISD"
"'175907","NAVARRO","'175","N","N","KERENS ISD"
"'175910","NAVARRO","'175","N","N","MILDRED ISD"
"'175911","NAVARRO","'175","N","N","RICE ISD"
"'176901","NEWTON","'176","N","N","BURKEVILLE ISD"
"'176902","NEWTON","'176","N","N","NEWTON ISD"
"'176903","NEWTON","'176","N","N","DEWEYVILLE ISD"
"'177901","NOLAN","'177","N","N","ROSCOE COLLEGIATE ISD"
"'177902","NOLAN","'177","N","N","SWEETWATER ISD"
"'177903","NOLAN","'177","N","N","BLACKWELL CISD"
"'177905","NOLAN","'177","N","N","HIGHLAND ISD"
"'178801","NUECES","'178","N","Y","DR M L GARZA-GONZALEZ CHARTER SCHOOL"
"'178807","NUECES","'178","N","Y","CORPUS CHRISTI MONTESSORI SCHOOL"
"'178808","NUECES","'178","N","Y","SEASHORE CHARTER SCHOOLS"
"'178901","NUECES","'178","N","N","AGUA DULCE ISD"
"'178902","NUECES","'178","N","N","BISHOP CISD"
"'178903","NUECES","'178","N","N","CALALLEN ISD"
"'178904","NUECES","'178","N","N","CORPUS CHRISTI ISD"
"'178905","NUECES","'178","N","N","DRISCOLL ISD"
"'178906","NUECES","'178","N","N","LONDON ISD"
"'178908","NUECES","'178","N","N","PORT ARANSAS ISD"
"'178909","NUECES","'178","N","N","ROBSTOWN ISD"
"'178912","NUECES","'178","N","N","TULOSO-MIDWAY ISD"
"'178913","NUECES","'178","N","N","BANQUETE ISD"
"'178914","NUECES","'178","N","N","FLOUR BLUFF ISD"
"'178915","NUECES","'178","N","N","WEST OSO ISD"
"'179901","OCHILTREE","'179","N","N","PERRYTON ISD"
"'180901","OLDHAM","'180","N","N","BOYS RANCH ISD"
"'180902","OLDHAM","'180","N","N","VEGA ISD"
"'180903","OLDHAM","'180","N","N","ADRIAN ISD"
"'180904","OLDHAM","'180","N","N","WILDORADO ISD"
"'181901","ORANGE","'181","N","N","BRIDGE CITY ISD"
"'181905","ORANGE","'181","N","N","ORANGEFIELD ISD"
"'181906","ORANGE","'181","N","N","WEST ORANGE-COVE CISD"
"'181907","ORANGE","'181","N","N","VIDOR ISD"
"'181908","ORANGE","'181","N","N","LITTLE CYPRESS-MAURICEVILLE CISD"
"'182901","PALO PINTO","'182","N","N","GORDON ISD"
"'182902","PALO PINTO","'182","N","N","GRAFORD ISD"
"'182903","PALO PINTO","'182","N","N","MINERAL WELLS ISD"
"'182904","PALO PINTO","'182","N","N","SANTO ISD"
"'182905","PALO PINTO","'182","N","N","STRAWN ISD"
"'182906","PALO PINTO","'182","N","N","PALO PINTO ISD"
"'183801","PANOLA","'183","N","Y","PANOLA CHARTER SCHOOL"
"'183901","PANOLA","'183","N","N","BECKVILLE ISD"
"'183902","PANOLA","'183","N","N","CARTHAGE ISD"
"'183904","PANOLA","'183","N","N","GARY ISD"
"'184801","PARKER","'184","Y","Y","CROSSTIMBERS ACADEMY"
"'184901","PARKER","'184","N","N","POOLVILLE ISD"
"'184902","PARKER","'184","N","N","SPRINGTOWN ISD"
"'184903","PARKER","'184","N","N","WEATHERFORD ISD"
"'184904","PARKER","'184","N","N","MILLSAP ISD"
"'184907","PARKER","'184","N","N","ALEDO ISD"
"'184908","PARKER","'184","N","N","PEASTER ISD"
"'184909","PARKER","'184","N","N","BROCK ISD"
"'184911","PARKER","'184","N","N","GARNER ISD"
"'185901","PARMER","'185","N","N","BOVINA ISD"
"'185902","PARMER","'185","N","N","FARWELL ISD"
"'185903","PARMER","'185","N","N","FRIONA ISD"
"'185904","PARMER","'185","N","N","LAZBUDDIE ISD"
"'186901","PECOS","'186","N","N","BUENA VISTA ISD"
"'186902","PECOS","'186","N","N","FORT STOCKTON ISD"
"'186903","PECOS","'186","N","N","IRAAN-SHEFFIELD ISD"
"'187901","POLK","'187","N","N","BIG SANDY ISD"
"'187903","POLK","'187","N","N","GOODRICH ISD"
"'187904","POLK","'187","N","N","CORRIGAN-CAMDEN ISD"
"'187906","POLK","'187","N","N","LEGGETT ISD"
"'187907","POLK","'187","N","N","LIVINGSTON ISD"
"'187910","POLK","'187","N","N","ONALASKA ISD"
"'188901","POTTER","'188","N","N","AMARILLO ISD"
"'188902","POTTER","'188","N","N","RIVER ROAD ISD"
"'188903","POTTER","'188","N","N","HIGHLAND PARK ISD"
"'188904","POTTER","'188","N","N","BUSHLAND ISD"
"'189901","PRESIDIO","'189","N","N","MARFA ISD"
"'189902","PRESIDIO","'189","N","N","PRESIDIO ISD"
"'190903","RAINS","'190","N","N","RAINS ISD"
"'191901","RANDALL","'191","N","N","CANYON ISD"
"'192901","REAGAN","'192","N","N","REAGAN COUNTY ISD"
"'193801","REAL","'193","N","Y","BIG SPRINGS CHARTER SCHOOL"
"'193902","REAL","'193","N","N","LEAKEY ISD"
"'194902","RED RIVER","'194","N","N","AVERY ISD"
"'194903","RED RIVER","'194","N","N","RIVERCREST ISD"
"'194904","RED RIVER","'194","N","N","CLARKSVILLE ISD"
"'194905","RED RIVER","'194","N","N","DETROIT ISD"
"'195901","REEVES","'195","N","N","PECOS-BARSTOW-TOYAH ISD"
"'195902","REEVES","'195","N","N","BALMORHEA ISD"
"'196901","REFUGIO","'196","N","N","AUSTWELL-TIVOLI ISD"
"'196902","REFUGIO","'196","N","N","WOODSBORO ISD"
"'196903","REFUGIO","'196","N","N","REFUGIO ISD"
"'197902","ROBERTS","'197","N","N","MIAMI ISD"
"'198901","ROBERTSON","'198","N","N","BREMOND ISD"
"'198902","ROBERTSON","'198","N","N","CALVERT ISD"
"'198903","ROBERTSON","'198","N","N","FRANKLIN ISD"
"'198905","ROBERTSON","'198","N","N","HEARNE ISD"
"'198906","ROBERTSON","'198","N","N","MUMFORD ISD"
"'199901","ROCKWALL","'199","N","N","ROCKWALL ISD"
"'199902","ROCKWALL","'199","N","N","ROYSE CITY ISD"
"'200901","RUNNELS","'200","N","N","BALLINGER ISD"
"'200902","RUNNELS","'200","N","N","MILES ISD"
"'200904","RUNNELS","'200","N","N","WINTERS ISD"
"'200906","RUNNELS","'200","N","N","OLFEN ISD"
"'201902","RUSK","'201","N","N","HENDERSON ISD"
"'201903","RUSK","'201","N","N","LANEVILLE ISD"
"'201904","RUSK","'201","N","N","LEVERETTS CHAPEL ISD"
"'201907","RUSK","'201","N","N","MOUNT ENTERPRISE ISD"
"'201908","RUSK","'201","N","N","OVERTON ISD"
"'201910","RUSK","'201","N","N","TATUM ISD"
"'201913","RUSK","'201","N","N","CARLISLE ISD"
"'201914","RUSK","'201","N","N","WEST RUSK COUNTY CONSOLIDATED ISD"
"'202903","SABINE","'202","N","N","HEMPHILL ISD"
"'202905","SABINE","'202","N","N","WEST SABINE ISD"
"'203901","SAN AUGUSTINE","'203","N","N","SAN AUGUSTINE ISD"
"'203902","SAN AUGUSTINE","'203","N","N","BROADDUS ISD"
"'204901","SAN JACINTO","'204","N","N","COLDSPRING-OAKHURST CISD"
"'204904","SAN JACINTO","'204","N","N","SHEPHERD ISD"
"'205901","SAN PATRICIO","'205","N","N","ARANSAS PASS ISD"
"'205902","SAN PATRICIO","'205","N","N","GREGORY-PORTLAND ISD"
"'205903","SAN PATRICIO","'205","N","N","INGLESIDE ISD"
"'205904","SAN PATRICIO","'205","N","N","MATHIS ISD"
"'205905","SAN PATRICIO","'205","N","N","ODEM-EDROY ISD"
"'205906","SAN PATRICIO","'205","N","N","SINTON ISD"
"'205907","SAN PATRICIO","'205","N","N","TAFT ISD"
"'206901","SAN SABA","'206","N","N","SAN SABA ISD"
"'206902","SAN SABA","'206","N","N","RICHLAND SPRINGS ISD"
"'206903","SAN SABA","'206","N","N","CHEROKEE ISD"
"'207901","SCHLEICHER","'207","N","N","SCHLEICHER ISD"
"'208901","SCURRY","'208","N","N","HERMLEIGH ISD"
"'208902","SCURRY","'208","N","N","SNYDER ISD"
"'208903","SCURRY","'208","N","N","IRA ISD"
"'209901","SHACKELFORD","'209","N","N","ALBANY ISD"
"'209902","SHACKELFORD","'209","N","N","MORAN ISD"
"'210901","SHELBY","'210","N","N","CENTER ISD"
"'210902","SHELBY","'210","N","N","JOAQUIN ISD"
"'210903","SHELBY","'210","N","N","SHELBYVILLE ISD"
"'210904","SHELBY","'210","N","N","TENAHA ISD"
"'210905","SHELBY","'210","N","N","TIMPSON ISD"
"'210906","SHELBY","'210","N","N","EXCELSIOR ISD"
"'211901","SHERMAN","'211","N","N","TEXHOMA ISD"
"'211902","SHERMAN","'211","N","N","STRATFORD ISD"
"'212801","SMITH","'212","N","Y","CUMBERLAND ACADEMY"
"'212804","SMITH","'212","N","Y","UT TYLER UNIVERSITY ACADEMY"
"'212901","SMITH","'212","N","N","ARP ISD"
"'212902","SMITH","'212","N","N","BULLARD ISD"
"'212903","SMITH","'212","N","N","LINDALE ISD"
"'212904","SMITH","'212","N","N","TROUP ISD"
"'212905","SMITH","'212","N","N","TYLER ISD"
"'212906","SMITH","'212","N","N","WHITEHOUSE ISD"
"'212909","SMITH","'212","N","N","CHAPEL HILL ISD"
"'212910","SMITH","'212","N","N","WINONA ISD"
"'213801","SOMERVELL","'213","Y","Y","BRAZOS RIVER CHARTER SCHOOL"
"'213901","SOMERVELL","'213","N","N","GLEN ROSE ISD"
"'214901","STARR","'214","N","N","RIO GRANDE CITY GRULLA ISD"
"'214902","STARR","'214","N","N","SAN ISIDRO ISD"
"'214903","STARR","'214","N","N","ROMA ISD"
"'215901","STEPHENS","'215","N","N","BRECKENRIDGE ISD"
"'216901","STERLING","'216","N","N","STERLING CITY ISD"
"'217901","STONEWALL","'217","N","N","ASPERMONT ISD"
"'218901","SUTTON","'218","N","N","SONORA ISD"
"'219901","SWISHER","'219","N","N","HAPPY ISD"
"'219903","SWISHER","'219","N","N","TULIA ISD"
"'219905","SWISHER","'219","N","N","KRESS ISD"
"'220801","TARRANT","'220","N","Y","TREETOPS SCHOOL INTERNATIONAL"
"'220802","TARRANT","'220","N","Y","ARLINGTON CLASSICS ACADEMY"
"'220809","TARRANT","'220","N","Y","FORT WORTH ACADEMY OF FINE ARTS"
"'220810","TARRANT","'220","N","Y","WESTLAKE ACADEMY CHARTER SCHOOL"
"'220811","TARRANT","'220","N","Y","EAST FORT WORTH MONTESSORI ACADEMY"
"'220814","TARRANT","'220","N","Y","TEXAS SCHOOL OF THE ARTS"
"'220815","TARRANT","'220","N","Y","CHAPEL HILL ACADEMY"
"'220817","TARRANT","'220","N","Y","NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON"
"'220819","TARRANT","'220","N","Y","HIGH POINT ACADEMY"
"'220901","TARRANT","'220","N","N","ARLINGTON ISD"
"'220902","TARRANT","'220","N","N","BIRDVILLE ISD"
"'220904","TARRANT","'220","N","N","EVERMAN ISD"
"'220905","TARRANT","'220","N","N","FORT WORTH ISD"
"'220906","TARRANT","'220","N","N","GRAPEVINE-COLLEYVILLE ISD"
"'220907","TARRANT","'220","N","N","KELLER ISD"
"'220908","TARRANT","'220","N","N","MANSFIELD ISD"
"'220910","TARRANT","'220","N","N","LAKE WORTH ISD"
"'220912","TARRANT","'220","N","N","CROWLEY ISD"
"'220914","TARRANT","'220","N","N","KENNEDALE ISD"
"'220915","TARRANT","'220","N","N","AZLE ISD"
"'220916","TARRANT","'220","N","N","HURST-EULESS-BEDFORD ISD"
"'220917","TARRANT","'220","N","N","CASTLEBERRY ISD"
"'220918","TARRANT","'220","N","N","EAGLE MT-SAGINAW ISD"
"'220919","TARRANT","'220","N","N","CARROLL ISD"
"'220920","TARRANT","'220","N","N","WHITE SETTLEMENT ISD"
"'221801","TAYLOR","'221","N","Y","TEXAS COLLEGE PREPARATORY ACADEMIES"
"'221901","TAYLOR","'221","N","N","ABILENE ISD"
"'221904","TAYLOR","'221","N","N","MERKEL ISD"
"'221905","TAYLOR","'221","N","N","TRENT ISD"
"'221911","TAYLOR","'221","N","N","JIM NED CISD"
"'221912","TAYLOR","'221","N","N","WYLIE ISD"
"'222901","TERRELL","'222","N","N","TERRELL COUNTY ISD"
"'223901","TERRY","'223","N","N","BROWNFIELD ISD"
"'223902","TERRY","'223","N","N","MEADOW ISD"
"'223904","TERRY","'223","N","N","WELLMAN-UNION CISD"
"'224901","THROCKMORTON","'224","N","N","THROCKMORTON COLLEGIATE ISD"
"'224902","THROCKMORTON","'224","N","N","WOODSON ISD"
"'225902","TITUS","'225","N","N","MOUNT PLEASANT ISD"
"'225906","TITUS","'225","N","N","CHAPEL HILL ISD"
"'225907","TITUS","'225","N","N","HARTS BLUFF ISD"
"'226801","TOM GREEN","'226","N","Y","TEXAS LEADERSHIP PUBLIC SCHOOLS"
"'226901","TOM GREEN","'226","N","N","CHRISTOVAL ISD"
"'226903","TOM GREEN","'226","N","N","SAN ANGELO ISD"
"'226905","TOM GREEN","'226","N","N","WATER VALLEY ISD"
"'226906","TOM GREEN","'226","N","N","WALL ISD"
"'226907","TOM GREEN","'226","N","N","GRAPE CREEK ISD"
"'226908","TOM GREEN","'226","N","N","VERIBEST ISD"
"'227506","TRAVIS","'227","N","N","UNIVERSITY OF TEXAS AT AUSTIN H S"
"'227803","TRAVIS","'227","N","Y","WAYSIDE SCHOOLS"
"'227804","TRAVIS","'227","N","Y","NYOS CHARTER SCHOOL"
"'227805","TRAVIS","'227","N","Y","TEXAS EMPOWERMENT ACADEMY"
"'227806","TRAVIS","'227","Y","Y","UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL"
"'227814","TRAVIS","'227","N","Y","CHAPARRAL STAR ACADEMY"
"'227816","TRAVIS","'227","N","Y","HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS"
"'227817","TRAVIS","'227","N","Y","CEDARS INTERNATIONAL ACADEMY"
"'227819","TRAVIS","'227","N","Y","UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL"
"'227820","TRAVIS","'227","N","Y","KIPP TEXAS PUBLIC SCHOOLS"
"'227821","TRAVIS","'227","N","Y","AUSTIN DISCOVERY SCHOOL"
"'227824","TRAVIS","'227","N","Y","VALERE PUBLIC SCHOOLS"
"'227825","TRAVIS","'227","N","Y","AUSTIN ACHIEVE PUBLIC SCHOOLS"
"'227826","TRAVIS","'227","N","Y","MONTESSORI FOR ALL"
"'227827","TRAVIS","'227","Y","Y","THE EXCEL CENTER - FOR ADULTS"
"'227829","TRAVIS","'227","N","Y","VALOR PUBLIC SCHOOLS"
"'227901","TRAVIS","'227","N","N","AUSTIN ISD"
"'227904","TRAVIS","'227","N","N","PFLUGERVILLE ISD"
"'227907","TRAVIS","'227","N","N","MANOR ISD"
"'227909","TRAVIS","'227","N","N","EANES ISD"
"'227910","TRAVIS","'227","N","N","DEL VALLE ISD"
"'227912","TRAVIS","'227","N","N","LAGO VISTA ISD"
"'227913","TRAVIS","'227","N","N","LAKE TRAVIS ISD"
"'228901","TRINITY","'228","N","N","GROVETON ISD"
"'228903","TRINITY","'228","N","N","TRINITY ISD"
"'228904","TRINITY","'228","N","N","CENTERVILLE ISD"
"'228905","TRINITY","'228","N","N","APPLE SPRINGS ISD"
"'229901","TYLER","'229","N","N","COLMESNEIL ISD"
"'229903","TYLER","'229","N","N","WOODVILLE ISD"
"'229904","TYLER","'229","N","N","WARREN ISD"
"'229905","TYLER","'229","N","N","SPURGER ISD"
"'229906","TYLER","'229","N","N","CHESTER ISD"
"'230901","UPSHUR","'230","N","N","BIG SANDY ISD"
"'230902","UPSHUR","'230","N","N","GILMER ISD"
"'230903","UPSHUR","'230","N","N","ORE CITY ISD"
"'230904","UPSHUR","'230","N","N","UNION HILL ISD"
"'230905","UPSHUR","'230","N","N","HARMONY ISD"
"'230906","UPSHUR","'230","N","N","NEW DIANA ISD"
"'230908","UPSHUR","'230","N","N","UNION GROVE ISD"
"'231901","UPTON","'231","N","N","MCCAMEY ISD"
"'231902","UPTON","'231","N","N","RANKIN ISD"
"'232901","UVALDE","'232","N","N","KNIPPA ISD"
"'232902","UVALDE","'232","N","N","SABINAL ISD"
"'232903","UVALDE","'232","N","N","UVALDE CISD"
"'232904","UVALDE","'232","N","N","UTOPIA ISD"
"'233901","VAL VERDE","'233","N","N","SAN FELIPE-DEL RIO CISD"
"'233903","VAL VERDE","'233","N","N","COMSTOCK ISD"
"'234801","VAN ZANDT","'234","Y","Y","RANCH ACADEMY"
"'234902","VAN ZANDT","'234","N","N","CANTON ISD"
"'234903","VAN ZANDT","'234","N","N","EDGEWOOD ISD"
"'234904","VAN ZANDT","'234","N","N","GRAND SALINE ISD"
"'234905","VAN ZANDT","'234","N","N","MARTINS MILL ISD"
"'234906","VAN ZANDT","'234","N","N","VAN ISD"
"'234907","VAN ZANDT","'234","N","N","WILLS POINT ISD"
"'234909","VAN ZANDT","'234","N","N","FRUITVALE ISD"
"'235901","VICTORIA","'235","N","N","BLOOMINGTON ISD"
"'235902","VICTORIA","'235","N","N","VICTORIA ISD"
"'235904","VICTORIA","'235","N","N","NURSERY ISD"
"'236801","WALKER","'236","Y","Y","RAVEN SCHOOL"
"'236802","WALKER","'236","N","Y","SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL"
"'236901","WALKER","'236","N","N","NEW WAVERLY ISD"
"'236902","WALKER","'236","N","N","HUNTSVILLE ISD"
"'237902","WALLER","'237","N","N","HEMPSTEAD ISD"
"'237904","WALLER","'237","N","N","WALLER ISD"
"'237905","WALLER","'237","N","N","ROYAL ISD"
"'238902","WARD","'238","N","N","MONAHANS-WICKETT-PYOTE ISD"
"'238904","WARD","'238","N","N","GRANDFALLS-ROYALTY ISD"
"'239901","WASHINGTON","'239","N","N","BRENHAM ISD"
"'239903","WASHINGTON","'239","N","N","BURTON ISD"
"'240801","WEBB","'240","Y","Y","TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO"
"'240901","WEBB","'240","N","N","LAREDO ISD"
"'240903","WEBB","'240","N","N","UNITED ISD"
"'240904","WEBB","'240","N","N","WEBB CISD"
"'241901","WHARTON","'241","N","N","BOLING ISD"
"'241902","WHARTON","'241","N","N","EAST BERNARD ISD"
"'241903","WHARTON","'241","N","N","EL CAMPO ISD"
"'241904","WHARTON","'241","N","N","WHARTON ISD"
"'241906","WHARTON","'241","N","N","LOUISE ISD"
"'242902","WHEELER","'242","N","N","SHAMROCK ISD"
"'242903","WHEELER","'242","N","N","WHEELER ISD"
"'242905","WHEELER","'242","N","N","KELTON ISD"
"'242906","WHEELER","'242","N","N","FORT ELLIOTT CISD"
"'243901","WICHITA","'243","N","N","BURKBURNETT ISD"
"'243902","WICHITA","'243","N","N","ELECTRA ISD"
"'243903","WICHITA","'243","N","N","IOWA PARK CISD"
"'243905","WICHITA","'243","N","N","WICHITA FALLS ISD"
"'243906","WICHITA","'243","N","N","CITY VIEW ISD"
"'244901","WILBARGER","'244","N","N","HARROLD ISD"
"'244903","WILBARGER","'244","N","N","VERNON ISD"
"'244905","WILBARGER","'244","N","N","NORTHSIDE ISD"
"'245901","WILLACY","'245","N","N","LASARA ISD"
"'245902","WILLACY","'245","N","N","LYFORD CISD"
"'245903","WILLACY","'245","N","N","RAYMONDVILLE ISD"
"'245904","WILLACY","'245","N","N","SAN PERLITA ISD"
"'246801","WILLIAMSON","'246","N","Y","MERIDIAN WORLD SCHOOL LLC"
"'246802","WILLIAMSON","'246","N","Y","GOODWATER MONTESSORI SCHOOL"
"'246902","WILLIAMSON","'246","N","N","FLORENCE ISD"
"'246904","WILLIAMSON","'246","N","N","GEORGETOWN ISD"
"'246905","WILLIAMSON","'246","N","N","GRANGER ISD"
"'246906","WILLIAMSON","'246","N","N","HUTTO ISD"
"'246907","WILLIAMSON","'246","N","N","JARRELL ISD"
"'246908","WILLIAMSON","'246","N","N","LIBERTY HILL ISD"
"'246909","WILLIAMSON","'246","N","N","ROUND ROCK ISD"
"'246911","WILLIAMSON","'246","N","N","TAYLOR ISD"
"'246912","WILLIAMSON","'246","N","N","THRALL ISD"
"'246913","WILLIAMSON","'246","N","N","LEANDER ISD"
"'246914","WILLIAMSON","'246","N","N","COUPLAND ISD"
"'247901","WILSON","'247","N","N","FLORESVILLE ISD"
"'247903","WILSON","'247","N","N","LA VERNIA ISD"
"'247904","WILSON","'247","N","N","POTH ISD"
"'247906","WILSON","'247","N","N","STOCKDALE ISD"
"'248901","WINKLER","'248","N","N","KERMIT ISD"
"'248902","WINKLER","'248","N","N","WINK-LOVING ISD"
"'249901","WISE","'249","N","N","ALVORD ISD"
"'249902","WISE","'249","N","N","BOYD ISD"
"'249903","WISE","'249","N","N","BRIDGEPORT ISD"
"'249904","WISE","'249","N","N","CHICO ISD"
"'249905","WISE","'249","N","N","DECATUR ISD"
"'249906","WISE","'249","N","N","PARADISE ISD"
"'249908","WISE","'249","N","N","SLIDELL ISD"
"'250902","WOOD","'250","N","N","HAWKINS ISD"
"'250903","WOOD","'250","N","N","MINEOLA ISD"
"'250904","WOOD","'250","N","N","QUITMAN ISD"
"'250905","WOOD","'250","N","N","YANTIS ISD"
"'250906","WOOD","'250","N","N","ALBA-GOLDEN ISD"
"'250907","WOOD","'250","N","N","WINNSBORO ISD"
"'251901","YOAKUM","'251","N","N","DENVER CITY ISD"
"'251902","YOAKUM","'251","N","N","PLAINS ISD"
"'252901","YOUNG","'252","N","N","GRAHAM ISD"
"'252902","YOUNG","'252","N","N","NEWCASTLE ISD"
"'252903","YOUNG","'252","N","N","OLNEY ISD"
"'253901","ZAPATA","'253","N","N","ZAPATA COUNTY ISD"
"'254901","ZAVALA","'254","N","N","CRYSTAL CITY ISD"
"'254902","ZAVALA","'254","N","N","LA PRYOR ISD"
